"ObjectID","Title","ConstituentID","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","URL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"52558","GEAUGA COUNTY, CHARDON, OHIO","[4496]","1975-76","Gelatin silver print","9 1/2 × 7 1/2"" (24.2 × 19.1 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","397.1983","Photograph","Photography","1983-03-24","N","","","","","24.2","","","19.1","",""
"7243","Olivetti","[4629]","1947","Offset lithograph","37 1/8 x 26 1/4"" (95 x 66.5 cm)","Gift of the designer","492.1987","Design","Architecture & Design","1987-11-18","Y","http://www.moma.org/collection/works/7243","","","","95.0","","","66.5","",""
"106771","Untitled","[26617]","2006","Five postcards","composition (each) and sheet: 4 5/16 x 5 11/16"" (11 x 14.5 cm)
","Gift of the artist","94.2007.1-5","Print","Drawings & Prints","2007-03-07","N","","","","","11.0","","","14.5","",""
"64838",".a The Standard Bearer (Bannerträger) for the periodical in portfolio form Krieg und Kunst , no. 1 (1914) .b Tyrolean Landsturm (Tiroler Landsturm) for the periodical in portfolio form Krieg und Kunst , no. 1 (1914) .c 'Barbaren': Johann Sebastian Bach ('Barbarians': Johann Sebastian Bach) for the periodical in portfolio form Krieg und Kunst , no. 1 (1914) .d Thor's Shadow (Thor's Schatten) for the periodical in portfolio form Krieg und Kunst , no. 1 (1914)","[1243, 37154, 37155, 37153]","(1914-1915)","Four lithographs on one folded sheet","composition (.a verso, irreg.): 9 5/16 x 10 13/16"" (23.6 x 27.5 cm); composition (.b recto, irreg.): 10 11/16 x 9 5/16"" (27.2 x 23.6 cm); composition (.c verso, irreg.): 11 15/16 x 9 7/16"" (30.4 x 24 cm); composition (.d recto, irreg.): 10 1/16 x 8 7/16"" (25.5 x 21.4 cm); sheet: 15 1/16 x 13 7/8"" (38.3 x 35.3 cm)","Given anonymously","231.1952.a-d","Print","Drawings & Prints","1952-11-07","Y","http://www.moma.org/collection/works/64838","","","","23.6","","","27.5","",""
"103754","Woman/War/Victimage/Resistance from the Museum in Progress","[5564]","(newspaper published October 19, 1994 through March 14, 1995)","Six lithographs, offset printed","sheet (each): 18 1/2 x 12 3/8"" (47 x 31.5 cm)","Linda Barth Goldstein Fund","514.2006.57a-f","Print","Drawings & Prints","2006-06-01","N","","","","","47.0","","","31.5","",""
"99344","Popular Print ""Sketch for Saint Sebastian Tied Down to the Column of the Stars""","[26617]","1977","Photolithograph","Sheet: 13 3/8 x 18 7/8"" (34 x 48 cm)","Gift of the artist","516.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99344","","","","34.0","","","48.0","",""
"168079","Untitled","[35538]","1962-63","Iron and sack cloth","39 3/8 x 27 3/16 x 2 15/16"" (100 x 69 x 7.5 cm)","Gift of Dakis Joannou","553.2013","Sculpture","Painting & Sculpture","2013-05-20","Y","http://www.moma.org/collection/works/168079","","7.5","","100.0","","","69.0","",""
"161818","Untitled from the portfolio APN (Asahi Picture News), Untitled \from the portfolio\ APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","7 5/16 × 6 5/16"" (18.6 × 16 cm)
","Committee on Photography Fund","701.2012.8","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161818","","","","18.6","","","16.0","",""
"63849","Untitled from the portfolio Suites, no. 8","[194, 7846, 6976, 2678, 527]","-1964","Lithograph","","Gift of Jan Krugier","181.1999.1","Print","Drawings & Prints","1999-05-20","Y","http://www.moma.org/collection/works/63849","","","","","","","","",""
"69147","Broom Wagon","[4660]","1967","Woodcut","composition: 14 13/16 x 20 5/16"" (37.7 x 51.6 cm); sheet: 19 1/2 x 25 5/8"" (49.5 x 65.1 cm)","Inter-American Fund","439.1969","Print","Drawings & Prints","1969-05-22","Y","http://www.moma.org/collection/works/69147","","","","37.7","","","51.6","",""
"5563","The New Age, Canned Heat, West Coast Experimental Band","[7072]","1967","Offset lithograph","dia. 18 9/16"" (47.2cm)","Gift of Gary Essert","181.1993","Design","Architecture & Design","1993-05-04","Y","http://www.moma.org/collection/works/5563","","","47.2","","","","","",""
"80597","The Quarriers","[3487]","1930","Oil on canvas","10 3/4 x 16 1/4"" (27.1 x 41.4 cm)","James Thrall Soby Bequest","1229.1979","Painting","Painting & Sculpture","1979-12-11","Y","http://www.moma.org/collection/works/80597","","","","27.1","","","41.4","",""
"51687","Dale Creek Bridge, From Above","[5091]","1867","Albumen silver print","9 × 12 1/2"" (22.9 × 31.8 cm)","Gift of Union Pacific Railroad Company","358.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51687","","","","22.9","","","31.8","",""
"8805","Moby Grape, The Sparrow, Charlatans","[4133, 8395]","1966-67","Lithograph","20 x 14 1/8"" (50.8 x 35.9 cm)","Gift of the designer","1507.2","Design","Architecture & Design","2000-12-11","Y","http://www.moma.org/collection/works/8805","","","","50.8","","","35.9","",""
"98100","Sea Shelter","[28395, 28274, 29049, 29048, 29050, 28394]","2004","Nylon and rubber","6'6 3/4"" x 10'6"" x 12'1 5/8"" (200 x 320 x 370 cm)","Alexander Schärer Purchase Fund","107.2006","Design","Architecture & Design","2006-02-09","Y","http://www.moma.org/collection/works/98100","","370.0","","200.0","","","320.0","",""
"48551","FOR OF AENGUS, PORTION OF WALLS","[3934]","before 1875","Carbon print","7 1/2 × 9 1/2"" (19.2 × 24.2 cm)","Partial gift of Shirley C. Burden, by exchange","209.1985","Photograph","Photography","1985-05-29","N","","","","","19.2","","","24.2","",""
"122513","Art & Project Bulletin #16","[40879]","1969","One from a set of 156 offset printed bulletins, exhibition copy","sheet (each): 11 5/8 x 16 9/16"" (29.6 x 42 cm)","Art & Project/Depot VBVR Gift","1099.2007.16","Print","Drawings & Prints","2007-11-12","N","","","","","29.6","","","42.0","",""
"6356","Olivetti Tetractys","[4629]","1957","Photolithograph","27 3/4 x 19 1/2"" (70.5 x 49.5 cm)","Gift of the Olivetti Corporation","338.1957","Design","Architecture & Design","1957-12-04","Y","http://www.moma.org/collection/works/6356","","","","70.4851","","","49.5301","",""
"80140","Monastery Farm, Rhode Island","[3440]","1936","Oil on rubberized cloth","28 1/4 x 38"" (71.8 x 96.5 cm)","Abby Aldrich Rockefeller Fund","632.1939","Painting","Painting & Sculpture","1939-12-08","Y","http://www.moma.org/collection/works/80140","","","","71.8","","","96.5","",""
"76224","HOMAGE TO CARRIÈRE","[4400]","(November 11-14) 1963","Lithograph, printed in black","composition  30 x 22 1/4"" (76.3 x 56.6 cm)
sheet  30 x 22 1/4"" (76.3 x 56.6 cm)","Gift of Kleiner, Bell & Co.","1265.1967","Print","Drawings & Prints","1969-12-04","N","","","","","76.3","","","56.6","",""
"8825","Olivetti Lettera 22","[4629]","1953","Lithograph","27 1/2 x 19 3/4"" (69.9 x 50.2 cm)","Gift of the designer","1528.2","Design","Architecture & Design","2000-12-11","Y","http://www.moma.org/collection/works/8825","","","","69.9","","","50.2","",""
"59942","Untitled","[2759]","1971","Etching","plate: 5 13/16 x 5 3/4"" (14.8 x 14.6 cm); sheet: 19 1/2 x 12 11/16"" (49.5 x 32.2 cm)","Gift of Mr. and Mrs. Wolfgang Schoenborn","14.1973","Print","Drawings & Prints","1973-01-04","Y","http://www.moma.org/collection/works/59942","","","","14.8","","","14.6","",""
"51854","Valley of the Great Laramie from the Mountains","[5091]","1860-69","Albumen silver print","8 3/8 × 11 1/4"" (21.3 × 28.6 cm)","Gift of Union Pacific Railroad Company","366.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51854","","","","21.3","","","28.6","",""
"52425","SAINT LOUIS COUNTY, SAINT LOUIS, MISSOURI","[4496]","1975-76","Gelatin silver print","9 5/16 × 7 3/8"" (23.6 × 18.8 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","392.1983","Photograph","Photography","1983-03-24","N","","","","","23.6","","","18.8","",""
"99349","Popular Print ""Allegory of Peace""","[26617]","1984","Photolithograph","composition: 7 3/16 x 8 7/16"" (18.2 x 21.4 cm); sheet (folded): 22 13/16 x 14 1/16"" (58 x 35.7 cm); sheet (unfolded): 22 13/16 x 27 15/16"" (58 x 71 cm)","Gift of the artist","524.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99349","","","","18.2","","","21.4","",""
"134489","Cups Wallpaper","[402]","1967","Screenprinted wallpaper","composition and sheet: 16 9/16 x 23 7/16"" (42.1 x 59.5 cm)","Acquired through the generosity of The Contemporary Arts Council of The Museum of Modern Art and Linda Barth Goldstein Fund","94.2010.a-b","Print","Drawings & Prints","2010-03-09","Y","http://www.moma.org/collection/works/134489","","","","42.1","","","59.5","",""
"52406","NORTHAMPTON COUNTY, EASTVILLE, VIRGINIA","[4496]","1975-76","Gelatin silver print","7 1/2 × 9 7/16"" (19.1 × 24.0 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","391.1983","Photograph","Photography","1983-03-24","N","","","","","19.1","","","24.0","",""
"51831","Pulpit Rock in Foreground","[5091]","1868","Albumen silver print","9 × 12"" (22.9 × 30.5 cm)","Gift of Union Pacific Railroad Company","365.1938","Photograph","Photography","1938-10-20","Y","http://www.moma.org/collection/works/51831","","","","22.9","","","30.5","",""
"134492","Chairs Up","[402]","1970","Screenprint","composition and sheet: 23 7/16 x 16 9/16"" (59.5 x 42 cm)","Mary Ellen Oldenburg Fund","98.201","Print","Drawings & Prints","2010-03-09","Y","http://www.moma.org/collection/works/134492","","","","59.5","","","42.0","",""
"77520","Untitled","[4186]","(July 30-August 7) 1965","Lithograph, printed in color","composition  19 7/8 x 18 5/8"" (50.5 x 47.3 cm)
sheet  19 7/8 x 18 5/8"" (50.5 x 47.3 cm)","Gift of Kleiner, Bell & Co.","1726.1967","Print","Drawings & Prints","1974-01-10","N","","","","","50.5","","","47.3","",""
"60098","S.O.S. from the FASHION MODA BENEFIT PORTFOLIO","[4745]","(October, 1985)","Screenprint and lithograph","","Purchase","19.1986.3","Print","Drawings & Prints","1986-01-09","N","","","","","","","","","",""
"64166","Thou Shalt Not Kill, plate VI from the portfolio The Ten Commandments","[5564]","1987","Lithograph and letterpress","composition  23 11/16 x 17 13/16"" (60.1 x 45.3 cm)
sheet  23 11/16 x 17 13/16"" (60 x 45.3 cm)","Gift of Art Issue Editions, Inc.","194.1988","Print","Drawings & Prints","1988-05-04","Y","http://www.moma.org/collection/works/64166","","","","60.1","","","45.3","",""
"67679","L'Estampe Moderne, Number 19","[6705, 6706, 6707, 6708, 24409]","published November 1898","Portfolio with four lithographs","","Gift of Mr. and Mrs. E. Powis Jones","360.1958.1-4","Print","Drawings & Prints","1958-12-19","N","","","","","","","","","",""
"12577","Parkett no. 52","[402, 7674, 8034, 4100, 8043, 24409]","1998","Journal","","Gift of Parkett","171.1999.2.x1-x2","Periodical","Drawings & Prints","1999-05-20","Y","http://www.moma.org/collection/works/12577","","","","","","","","",""
"134481","Femfolio","[24409, 153, 8183, 38008, 38009, 34727, 38010, 38011, 3235, 38012, 7066, 5204, 7712, 38013, 38014, 5501, 5564, 38015, 38016, 6271, 38017]","2009","Portfolio of nineteen digital prints (twelve with lithograph, one with pochoir, one with hand coloring, and one with gold dusting) and one lithograph","dimensions vary","Gift of Ann and Lee Fensterstock in honor of Momenta Art","113.2010.1-20","Print","Drawings & Prints","2010-03-09","Y","http://www.moma.org/collection/works/134481","","","","","","","","",""
"192827","Poster for Zulema Ciordia at Galeria Lirolay Esmeralda 868","[2164]","1964","Lithograph","22 3/4 x 15 1/2"" (57.8 x 39.4 cm)","Anonymous gift","791.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192827","","0.0","","57.78511557","","","39.37007874","",""
"103529","My Father and I (Vater und ich) from the Museum in Progress project Gastarbajteri","[30901]","(newspaper published January 24, 2004)","Lithograph, offset printed","sheet: 18 1/2 x 12 3/8"" (47 x 31.5 cm)","Linda Barth Goldstein Fund","514.2006.404","Print","Drawings & Prints","2006-06-01","N","","","","","46.99009398","","","31.5","",""
"1627","PH Table Lamp","[7261]","1926","Bakelite, glass, and brass","17 1/2 x 13 3/8"" (44.5 x 34 cm)","Estée and Joseph Lauder Design Fund","27.2","Design","Architecture & Design","2000-01-19","Y","http://www.moma.org/collection/works/1627","","","33.9726","44.5","","","","",""
"149513","Popular Print","[26617]","1978","Three photolithographs","Sheet: 22 13/16 x 29 1/8"" (58 x 74 cm)","Gift of the artist","518.2005.3","Print","Drawings & Prints","2005-06-02","N","","","","","58.0","","","74.0","",""
"122648","Art & Project Bulletin #153","[40914]","1988","One from a set of 156 offset printed bulletins, exhibition copy","sheet (each): 11 5/8 x 16 9/16"" (29.6 x 42 cm)","Art & Project/Depot VBVR Gift","1099.2007.151","Print","Drawings & Prints","2007-11-12","N","","","","","29.6","","","42.0","",""
"161811","Untitled from the portfolio APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","6 5/16 × 4 5/16"" (16 × 11 cm)
","Committee on Photography Fund","701.2012.1","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161811","","","","16.0","","","11.0","",""
"66790","To the Revolution from ACT UP Art Box","[5564]","1994","Multiple of wooden box with stamped ink and paint additions","overall (closed): 5 1/8 × 24 × 13 15/16"" (13 × 60.9 × 35.4 cm)","Gift of Agnes Gund","316.1994.1","Print","Drawings & Prints","1994-05-26","Y","http://www.moma.org/collection/works/66790","","","","20.7","","","56.9","",""
"54597","Play Your Game (Spielt Euer Spiel)","[7829]","1931","Pencil, ink, and collage of photomechanical reproductions","19 5/8 × 25 1/2"" (49.8 × 64.7 cm)","Horace W. Goldsmith Fund through Robert B. Menschel, The Family of Man Fund, David H. McAlpin Fund and Purchase","514.1992","Photograph","Photography","1992-12-03","N","","","","","49.8","","","64.7","",""
"63850","SUITES, no. 8","[6976, 2678, 527, 7846, 194, 24409]","November 1964.","Portfolio of 6 lithographs","each composition  12 3/4 x 19 1/8"" (32.3 x 48.8 cm)
each sheet  12 3/4 x 19 1/8"" (32 x 48.8 cm)","Gift of Jan Krugier","181.1999.1-6","Print","Drawings & Prints","1999-05-20","N","","","","","32.3","","","48.8","",""
"161817","Untitled from the portfolio APN (Asahi Picture News), Untitled \from the portfolio\ APN (Asahi Picture News)","[38961, 35538]","1953-54","Gelatin silver print, printed 2002","6 5/16 × 4 7/16"" (16 × 11.2 cm)
","Committee on Photography Fund","701.2012.7","Photograph","Photography","2012-05-09","Y","http://www.moma.org/collection/works/161817","","","","16.0","","","11.2","",""
"51707","Construction Train, Bear River","[5091]","1868","Albumen silver print","8 3/4 × 11 1/2"" (22.2 × 29.2 cm)","Gift of Union Pacific Railroad Company","359.1938","Photograph","Photography","","Y","http://www.moma.org/collection/works/51707","","","","22.2","","","29.2","",""
"122626","Art & Project Bulletin #131","[40908]","1982","One from a set of 156 offset printed bulletins, exhibition copy","sheet (each): 11 5/8 x 16 9/16"" (29.6 x 42 cm)","Art & Project/Depot VBVR Gift","1099.2007.129","Print","Drawings & Prints","2007-11-12","N","","","","","29.6","","","42.0","",""
"52507","DELAWARE COUNTY, DELAWARE, OHIO","[4496]","1975-76","Gelatin silver print","7 3/8 × 9 1/4"" (18.7 × 23.6 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","395.1983","Photograph","Photography","1983-03-24","N","","","","","18.7","","","23.6","",""
"16538","Plate (folio 18) from JEUX DE TRAMES","[5625]","1962","","irreg. composition  12 7/8 x 8 3/4"" (32.7 x 22.2 cm)","Gift of The Contemporaries, Inc.","387.1962.7","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","32.7","","","22.2","",""
"16540","Plate (folio 22) from JEUX DE TRAMES","[5625]","1962","","irreg. composition  13 1/16 x 10 1/4"" (33.2 x 26.1 cm)","Gift of The Contemporaries, Inc.","387.1962.9","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","33.2","","","26.1","",""
"110520","Popular Print for the 9th Biennial of Tokyo, published in Diario del Caribe, October 3, 1974 (Grabado popular impreso para la IX Bienal de Grabados de Tokyo, publicado en Diario del Caribe, 3 de octubre de 1974)","[26617]","1974","Offset lithograph on newsprint","composition: 19 7/8 x 13 1/4"" (50.5 x 33.7 cm); sheet (unfolded): 22 11/16 x 29"" (57.7 x 73.6 cm)","Gift of the artist","509.2005.1","Print","Drawings & Prints","2005-06-02","N","","","","","50.5","","","33.7","",""
"401152","Windows on the World (Part 2)","[131860]","2014","24-channel video (color, sound)
","Duration variable","Fund for the Twenty-First Century","699.2019","Video","Media and Performance","2019-11-13","N","","","","","","","","","",""
"7139","Lago di Garda, Riva-Torbole","[4927]","1936","Lithograph","39 3/8 x 27 7/16"" (100.0 x 69.8 cm)","Purchase","468.1976","Design","Architecture & Design","1976-10-22","Y","http://www.moma.org/collection/works/7139","","","","100.0","","","69.8","",""
"76424","Spanish Woman","[4400]","1964","Lithograph","composition: 19 1/8 x 14 1/8"" (48.5 x 35.8cm); sheet: 19 1/8 x 14 1/8"" (48.5 x 35.8cm)","Gift of Kleiner, Bell & Co.","1343.1967","Print","Drawings & Prints","1969-12-04","Y","http://www.moma.org/collection/works/76424","","","","48.5","","","35.8","",""
"184012","I'm still in love with you","[24409, 48629]","1998","12-inch vinyl record with catalogue and CD","cover: 12 1/4 × 12 1/4"" (31.1 × 31.1 cm)","Committee on Prints and Illustrated Books Fund","854.2013.144.x1-x2","Audio","Drawings & Prints","2013-10-10","Y","http://www.moma.org/collection/works/184012","","0.0","","31.11506223","","","31.11506223","",""
"38698","The Forest","[4660]","1967","Ink on paper","19 1/2 x 25 1/2"" (49.5 x 64.7 cm)","Purchase","1585.1968","Drawing","Drawings & Prints","1968-12-11","Y","http://www.moma.org/collection/works/38698","","","","49.5301","","","64.7","",""
"52379","SAINT LOUIS COUNTY, SAINT LOUIS, MISSOURI","[4496]","1975-76","Gelatin silver print","7 3/8 × 9 1/4"" (18.7 × 23.6 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","390.1983","Photograph","Photography","1983-03-24","N","","","","","18.7","","","23.6","",""
"192833","LSD","[2164]","1968","Lithograph","15 1/4 x 22 3/4"" (38.7 x 57.8 cm)","Anonymous gift","796.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192833","","0.0","","38.73507747","","","57.78511557","",""
"194449","Old Sydney textile","[48285]","c. 1947","Screenprinted silk","21 1/2 x 35 1/2"" (54.6 x 90.2 cm)","Anonymous gift","1098.2015","Design","Architecture & Design","2015-10-19","Y","http://www.moma.org/collection/works/194449","","0.0","","54.61010922","","","90.17018034","",""
"189482","Divergente","[45798]","1949","Gelatin silver print","15 3/4 × 11 9/16"" (40 × 29.4 cm)","Latin American and Caribbean Fund","445.2015","Photograph","Photography","2015-05-28","Y","http://www.moma.org/collection/works/189482","","","","40.0","","","29.4","",""
"142438","Snake Chair","[7261]","1931","Chromium plated tubular steel, laminated wood and leather
","31 1/2 x 14"" (80 x 35.6 cm)","Gift of Marie-Josée and Henry R. Kravis in honor of George R. Kravis II","974.201","Design","Architecture & Design","2010-12-06","Y","http://www.moma.org/collection/works/142438","","","35.56007112","80.01016002","","","","",""
"99348","Popular Print for the Triennial of Graphic Art in Berlin ""Integrafik 84""","[26617]","1983","Photolithograph","composition: 9 15/16 x 13 3/16"" (25.3 x 33.5 cm); sheet (folded): 22 13/16 x 14"" (58 x 35.6 cm); sheet (unfolded): 22 13/16 x 28 1/16"" (58 x 71.3 cm)","Gift of the artist","523.2005","Print","Drawings & Prints","2005-06-02","Y","http://www.moma.org/collection/works/99348","","","","25.3","","","33.5","",""
"106763","Mundo","[26617]","29373","Magazine with one loose digital print with rubber stamp additions","overall: 12 5/8 x 9 1/8"" (32 x 23.1 cm)","Gift of the artist","92.2007.1-2","Illustrated Book","Drawings & Prints","2007-03-07","N","","","","","32.0","","","23.1","",""
"63652","Departing for the Ride (Le Départ pour la promenade) from Essai dur l'histoire de la lithographie en France. Les Peintures lithographes de Manet à Matisse. Album de lithographies originales.","[6706]","c. 1924","Lithograph from a portfolio of 16 lithographs","composition: 9 1/8 × 11 7/16"" (23.1 × 29.1 cm); sheet: 10 13/16 × 14 5/16"" (27.5 × 36.4 cm)","Purchase Fund","175.1949.5","Print","Drawings & Prints","1949-03-24","Y","http://www.moma.org/collection/works/63652","","","","23.1","","","29.1","",""
"52525","PHILADELPHIA COUNTY, PHILADELPHIA, PENNSYLVANIA","[4496]","1975-76","Gelatin silver print","9 1/4 × 7 3/8"" (23.5 × 18.8 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives","396.1983","Photograph","Photography","1983-03-24","N","","","","","23.5","","","18.8","",""
"16536","Plate (folio 14) from JEUX DE TRAMES","[5625]","1962","","irreg. composition  12 9/16 x 10 1/8"" (31.9 x 25.7 cm)","Gift of The Contemporaries, Inc.","387.1962.5","Illustrated Book","Drawings & Prints","1962-12-11","N","","","","","31.9","","","25.7","",""
"105577","Exit 8","[24409, 280, 31697, 31698, 3035, 7841, 6602, 5486, 5564, 31699]","1997–98","Portfolio of seven screenprints (two with collage additions, two with water color additions), one lithograph, and screenprinted cover","composition (see child records): various; sheet (each, approx.): 30 × 22"" (76.2 × 55.9 cm)","Gift of Lee and Ann Fensterstock","136.2007.1-9","Print","Drawings & Prints","2007-03-07","Y","http://www.moma.org/collection/works/105577","","","","0.0","","","0.0","",""
"76231","23337","[4400]","1963","Lithograph","composition: 22 5/16 x 18 1/8"" (56.7 x 46.1cm); sheet: 22 5/16 x 18 1/8"" (56.7 x 46.1cm)","Gift of Kleiner, Bell & Co.","1269.1967","Print","Drawings & Prints","1969-12-04","Y","http://www.moma.org/collection/works/76231","","","","56.7","","","46.1","",""
"192832","Pero ¿Por qué son tan geniales? (But Why are They So Great?)","[2164]","1968","Lithograph","23 3/4 x 15 3/4"" (60.3 x 40 cm)","Anonymous gift","797.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192832","","0.0","","60.32512065","","","40.00508001","",""
"103468","Flying Home for the Museum in Progress project Interventions: Billboard","[402]","(newspaper published December 9/10, 2000)","Two lithographs, offset printed","sheet (each): 18 1/2 x 12 3/8"" (47 x 31.5 cm)","Linda Barth Goldstein Fund","514.2006.147a-b","Print","Drawings & Prints","2006-06-01","N","","","","","47.0","","","31.5","",""
"63854","RENCONTRES from the portfolio SUITES, no. 8","[7846, 6976, 2678, 527, 194]","-1964","Lithograph","","Gift of Jan Krugier","181.1999.5","Print","Drawings & Prints","1999-05-20","N","","","","","","","","","",""
"51381","Untitled","[2973]","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.6 × 22.2 cm)","John Parkinson III Fund","346.1974","Photograph","Photography","1974-06-04","N","","","","","14.6","","","22.2","",""
"68134","Documenta: The Super Realists","[24409, 424, 1267, 1678, 2137, 2209, 3890, 4709, 5127, 5262, 5591]","1972","Portfolio of ten lithographs","composition and sheet (see child records): dimensions vary","Gift of Dr. Samuel Mandel","381.1975.1-10","Print","Drawings & Prints","1976-01-08","Y","http://www.moma.org/collection/works/68134","","","","","","","","",""
"8170","Mothers of Invention","[4133]","1967","Offset lithograph","21 3/4 x 12 5/8"" (55.5 x 32.3 cm)","Gift of the designer","801.1983","Design","Architecture & Design","1983-11-30","Y","http://www.moma.org/collection/works/8170","","","","55.5","","","32.3","",""
"114852","Station Wagon Interior, Utopia Parkway, Queens","[34468]","1955","Gelatin silver print","9 7/8 × 48 7/8"" (25.1 × 124.2 cm)","Acquired through the generosity of Richard O. Rieger","194.2008","Photograph","Photography","2008-02-14","Y","http://www.moma.org/collection/works/114852","","","","25.1","","","124.2","",""
"59972","Untitled","[2759]","1972","Etching","plate: 4 1/4 x 3 15/16"" (10.8 x 10 cm); sheet: 19 1/2 x 12 11/16"" (49.5 x 32.2 cm)","Gift of Mr. and Mrs. Wolfgang Schoenborn","15.1973","Print","Drawings & Prints","1973-01-04","Y","http://www.moma.org/collection/works/59972","","","","10.8","","","10.0","",""
"76228","BLACK CHRIST I","[4400]","(December 5) 1963","Lithograph, printed in black","composition  30 x 22 1/4"" (76.3 x 56.5 cm)
sheet  30 x 22 1/4"" (76.3 x 56.5 cm)","Gift of Kleiner, Bell & Co.","1267.1967","Print","Drawings & Prints","1969-12-04","N","","","","","76.3","","","56.5","",""
"76432","Head and Shape I","[4400]","1964","Lithograph","composition: 26 15/16 x 22 5/16"" (68.5 x 56.6cm); sheet: 26 15/16 x 22 5/16"" (68.5 x 56.6cm)","Gift of Kleiner, Bell & Co.","1345.1967","Print","Drawings & Prints","1969-12-04","Y","http://www.moma.org/collection/works/76432","","","","68.5","","","56.6","",""
"76440","Variation on a Head I","[4400]","1964","Lithograph","composition (irreg.): 19 1/2 x 20 9/16"" (49.6 x 52.2cm); sheet: 24 15/16 x 22 5/16"" (63.4 x 56.7cm)","Gift of Kleiner, Bell & Co.","1347.1967","Print","Drawings & Prints","1969-12-04","Y","http://www.moma.org/collection/works/76440","","","","49.6","","","52.2","",""
"189483","Abstrata","[45798]","1953","Gelatin silver print","15 3/4 × 10 9/16"" (40 × 26.9 cm)","Gift of Gaspar Gasparian Filho","446.2015","Photograph","Photography","2015-05-28","Y","http://www.moma.org/collection/works/189483","","","","40.0","","","26.9","",""
"157051","Felix Gets the Can","[41457]","1924","16mm film (black and white, silent)","7 min.","","F2012.42","Film","Film","2002-05-07","N","","","","","","","","","","420.0"
"118980","XO Laptop from the One Laptop per Child (OLPC) project","[33149, 33195, 33372, 33196, 33371, 33373, 33374, 33197, 33200, 27724, 33198, 33199, 33201, 33202, 29036, 27802, 33203]","2005","PC/ABS plastic, rubber, and other materials",".1: 9 1/2 x 9 x 1 1/8"" (24.1 x 22.9 cm, 1 1/8"")
.2: 9 1/2 x 9 x 1 1/8"" (24.1 x 22.9 x 2.9 cm)","Gift of Pentagram Design","447.2008.1-2","Design","Architecture & Design","2008-05-22","N","","","2.857505715","","24.13004826","","","22.86004572","",""
"192831","Afrika","[2164]","1968","Lithograph","23 x 16 1/4"" (58.4 x 41.3 cm)","Anonymous gift","794.2015","Design","Architecture & Design","2015-06-04","Y","http://www.moma.org/collection/works/192831","","0.0","","58.42011684","","","41.27508255","",""
"102948","Álvaro Barrios as Marcel Duchamp as Rrose Sélavy as L.H.O.O.Q.","[26617]","1980–2006","Three digital prints with rubber stamp additions","composition (irreg.): 11 15/16 x 7 3/4"" (30.3 x 19.7 cm); sheet (each): 18 x 12"" (45.7 x 30.5 cm)","Gift of the artist","477.2006.1-3","Print","Drawings & Prints","2006-06-01","Y","http://www.moma.org/collection/works/102948","","","","30.3","","","19.7","",""
"63852","Untitled from the portfolio SUITES, no. 8","[2678, 7846, 6976, 527, 194]","-1964","Lithograph","","Gift of Jan Krugier","181.1999.3","Print","Drawings & Prints","1999-05-20","N","","","","","","","","","",""
"80002","Shrimp Fishermen","[3487]","1937","Oil on canvas","21 1/4 x 31 3/4"" (54 x 80.6 cm)","Gift of James Thrall Soby","578.1943","Painting","Painting & Sculpture","1943-07-06","Y","http://www.moma.org/collection/works/80002","","","","54.0","","","80.6","",""
"8076","Hohlehner - Plastiken und Zeichnungen","[5228]","1963","Poster","46 3/4 x 33"" (118.7 x 83.8 cm)","Gift of the artist","763.1963","Design","Architecture & Design","1963-12-10","N","","","","","118.7","","","83.8","",""
